sqft_living,bathrooms,bedrooms,floors,price
2680,2.5,4.0,2.0,620000.0
1670,2.0,4.0,1.0,204700.0
3150,3.0,4.0,2.0,695000.0
2740,3.25,4.0,2.0,689900.0
1890,1.75,4.0,1.0,375000.0
2870,3.5,7.0,1.0,475000.0
1160,1.0,3.0,1.0,215000.0
1790,1.75,3.0,1.0,790000.0
1680,1.75,3.0,1.0,350000.0
4560,2.5,3.0,2.0,695000.0
1590,2.25,3.0,2.0,263000.0
1630,1.0,3.0,1.0,400000.0
2700,2.5,3.0,2.0,525000.0
1700,2.5,3.0,2.0,349950.0
3740,3.25,4.0,1.0,1085000.0
1980,3.0,4.0,2.5,744000.0
880,1.0,2.0,1.0,312500.0
1400,2.0,3.0,1.0,240000.0
2050,2.0,4.0,1.5,495000.0
2360,2.5,3.0,2.0,580050.0
2560,2.0,4.0,1.0,640000.0
1340,1.5,3.0,1.0,417000.0
1060,1.0,3.0,1.0,174950.0
850,1.5,3.0,1.0,295000.0
1880,1.75,4.0,1.0,423000.0
1230,1.0,3.0,1.0,839000.0
2290,1.75,4.0,1.0,343000.0
1660,1.0,3.0,1.0,467000.0
1840,2.5,3.0,2.0,512500.0
3020,2.5,4.0,1.0,575000.0
1410,1.75,3.0,1.0,465000.0
1010,1.0,3.0,1.0,270000.0
1960,1.75,3.0,1.0,340000.0
3580,3.75,5.0,2.0,765000.0
2240,2.5,4.0,2.0,497000.0
3310,2.5,4.0,2.0,803100.0
1232,2.5,3.0,3.0,344000.0
3930,3.5,4.0,2.0,828950.0
1720,2.5,3.0,2.0,386380.0
1490,2.25,3.0,2.0,312000.0
3150,2.5,3.0,2.0,720000.0
3950,2.5,4.0,3.0,914500.0
3030,2.75,5.0,2.0,819995.0
1070,1.5,2.0,1.0,252700.0
2320,2.5,3.0,2.0,437500.0
700,1.0,1.0,1.0,350000.0
2720,2.5,3.0,2.0,619000.0
1800,2.5,3.0,2.0,408200.0
1560,1.75,3.0,1.5,451000.0
1760,2.0,3.0,1.0,317000.0
3120,3.25,4.0,2.0,799000.0
2020,1.0,2.0,1.0,720000.0
1450,2.0,3.0,1.5,490000.0
1860,2.25,4.0,1.0,239900.0
2270,2.25,4.0,1.0,446000.0
1480,2.5,3.0,2.0,275000.0
1460,1.0,5.0,2.0,239950.0
1850,3.5,4.0,2.0,248000.0
2170,2.5,3.0,2.0,619500.0
1726,1.75,3.0,2.0,363750.0
1180,1.75,3.0,1.0,385000.0
1370,1.5,4.0,1.0,370000.0
2670,2.5,3.0,1.0,425000.0
1260,1.0,3.0,1.0,342000.0
1980,1.0,4.0,1.5,345000.0
2050,2.0,3.0,1.0,724800.0
2830,2.75,5.0,2.0,725000.0
910,1.0,2.0,1.0,605000.0
2440,2.5,4.0,2.0,350000.0
2180,2.0,3.0,1.0,785000.0
1900,2.0,3.0,1.0,250000.0
1520,2.25,3.0,3.0,565000.0
2220,2.0,3.0,1.0,875000.0
3280,2.75,4.0,2.0,862500.0
2740,2.5,3.0,2.0,400000.0
830,1.0,2.0,1.0,282613.0
1010,1.0,2.0,1.0,174500.0
2060,2.25,3.0,1.0,306500.0
1990,2.25,3.0,2.0,445000.0
2280,2.5,4.0,2.0,433000.0
1870,2.5,3.0,2.0,306000.0
1720,2.25,3.0,1.5,620000.0
870,1.0,2.0,1.0,245000.0
1020,2.0,3.0,2.0,238000.0
1260,1.5,3.0,1.5,523000.0
2370,2.5,3.0,2.0,522500.0
1000,1.0,3.0,1.0,180000.0
1100,1.5,3.0,2.0,375000.0
1440,2.25,3.0,1.0,249000.0
3120,2.5,4.0,2.0,730100.0
2260,2.0,2.0,1.0,551000.0
2790,2.5,4.0,2.0,375000.0
1140,1.0,1.0,1.5,540000.0
1290,2.25,3.0,2.0,605000.0
1730,1.75,5.0,1.0,205000.0
3160,2.5,4.0,2.0,645000.0
2340,2.5,4.0,2.0,314000.0
1170,1.5,3.0,1.0,330000.0
1160,1.0,2.0,1.0,490000.0
1970,3.0,3.0,1.0,445000.0
1410,2.25,3.0,2.0,377500.0
2430,2.5,4.0,2.0,480000.0
3360,1.5,5.0,2.0,804995.0
1480,2.5,3.0,2.0,341000.0
3200,2.5,5.0,2.0,675000.0
2134,2.5,3.0,2.5,611000.0
1860,3.25,3.0,3.0,379950.0
1310,2.5,2.0,2.0,500000.0
1700,2.0,3.0,1.0,410000.0
2480,2.5,3.0,2.0,415000.0
1970,2.5,5.0,2.0,297000.0
2060,2.5,4.0,1.0,575550.0
2130,2.5,3.0,1.0,534640.0
1410,2.25,3.0,1.0,352500.0
1360,2.0,2.0,1.0,488000.0
1940,2.0,3.0,1.0,732000.0
1610,2.25,2.0,2.0,215000.0
1420,2.0,2.0,1.5,592500.0
1700,2.5,4.0,2.0,290000.0
1490,1.0,2.0,1.0,475000.0
2680,2.5,3.0,2.0,320000.0
2120,1.5,5.0,1.5,290000.0
1690,2.0,4.0,1.5,487250.0
1830,2.5,4.0,2.0,339000.0
1010,1.5,2.0,1.5,440000.0
2070,2.75,4.0,1.0,366500.0
1710,1.5,3.0,1.5,462000.0
1660,1.0,4.0,1.5,560000.0
2080,1.75,4.0,1.0,285000.0
1270,2.5,3.0,2.0,280000.0
1080,1.0,3.0,1.0,210000.0
1610,2.0,3.0,1.5,690000.0
1120,1.0,2.0,1.0,256500.0
2500,2.75,4.0,2.0,411000.0
970,1.0,3.0,1.0,215000.0
3370,2.0,5.0,1.5,762000.0
1290,1.0,3.0,1.0,359950.0
3370,3.5,4.0,2.0,480000.0
2490,2.5,4.0,2.0,390000.0
770,1.0,2.0,1.0,413500.0
810,1.5,1.0,2.0,285000.0
3060,2.5,4.0,1.0,475000.0
1690,2.5,3.0,2.0,386591.0
1890,1.75,3.0,1.0,524950.0
1470,2.0,2.0,2.0,241000.0
1060,1.0,2.0,1.0,461000.0
3480,2.5,4.0,2.0,810000.0
2730,2.75,4.0,1.5,885000.0
1580,2.25,3.0,2.0,247000.0
2170,2.75,3.0,1.0,296500.0
930,1.0,2.0,1.0,141800.0
1580,2.0,4.0,2.0,333000.0
3290,1.75,5.0,1.5,602000.0
2110,2.25,4.0,2.0,565000.0
1670,2.5,3.0,2.0,373000.0
2030,2.25,3.0,1.0,588000.0
1500,1.0,3.0,1.5,485000.0
1450,2.25,3.0,2.0,482500.0
1310,1.5,4.0,1.0,251200.0
4180,3.25,5.0,2.0,869000.0
1630,1.75,3.0,1.0,464000.0
2660,2.5,4.0,2.0,755000.0
1720,2.5,3.0,2.0,280000.0
1260,2.25,2.0,3.0,485000.0
1610,1.75,3.0,1.0,305000.0
680,1.0,2.0,1.0,110700.0
2640,3.5,4.0,2.0,850000.0
1640,2.25,3.0,2.0,350000.0
2310,1.75,4.0,1.0,319950.0
2010,1.75,3.0,1.0,700000.0
1660,1.5,2.0,1.0,368000.0
2200,2.5,3.0,2.0,433500.0
2460,2.5,4.0,2.0,611000.0
2430,1.75,2.0,1.0,1000000.0
1370,1.0,3.0,1.0,307000.0
1800,1.75,3.0,1.0,442500.0
2200,1.75,3.0,2.0,485000.0
700,1.0,2.0,1.0,367000.0
1920,2.5,3.0,2.0,429000.0
2190,2.75,5.0,1.0,446000.0
2030,2.25,3.0,1.0,572500.0
1350,2.5,3.0,3.0,477000.0
1680,2.5,3.0,2.0,518000.0
1250,1.75,5.0,1.0,462000.0
950,1.0,3.0,1.0,137000.0
2320,3.5,3.0,2.0,530000.0
2380,2.5,2.0,1.0,818000.0
1540,2.25,2.0,3.0,640000.0
2100,3.0,5.0,1.0,298450.0
2500,2.5,4.0,2.0,575000.0
3230,2.5,4.0,2.0,730000.0
2830,2.5,3.0,2.0,551000.0
870,1.0,2.0,1.5,271310.0
2690,3.0,4.0,1.0,675000.0
1260,2.5,3.0,3.0,479000.0
2680,3.5,4.0,2.0,520000.0
2660,2.5,3.0,2.0,599950.0
1480,1.75,2.0,1.0,483945.0
1770,2.25,4.0,1.0,390000.0
950,1.0,2.0,1.0,192500.0
860,1.0,2.0,1.0,330000.0
1960,2.0,4.0,1.0,250000.0
1770,1.0,2.0,1.5,243000.0
1280,1.75,4.0,1.0,575000.0
2150,2.5,4.0,2.0,639000.0
1790,1.0,2.0,1.0,710000.0
1990,2.25,3.0,2.0,675000.0
2430,2.5,5.0,2.0,405000.0
2820,2.75,4.0,1.0,615000.0
1910,1.0,3.0,1.0,490000.0
1270,2.25,3.0,2.0,467000.0
2050,2.75,4.0,1.0,480000.0
2150,2.0,6.0,1.0,755000.0
2450,1.75,4.0,1.0,760000.0
1230,2.25,2.0,2.0,387000.0
2260,2.25,4.0,1.0,925000.0
1050,1.0,2.0,1.0,415000.0
1570,1.75,3.0,2.0,263000.0
1820,2.0,4.0,1.0,519900.0
1540,1.75,2.0,1.0,570000.0
2060,1.5,3.0,1.0,450000.0
1090,1.0,3.0,1.0,300000.0
1480,1.75,3.0,1.0,320000.0
1320,1.0,4.0,1.5,387500.0
2140,2.25,1.0,1.0,458000.0
2800,3.0,4.0,2.0,380000.0
1050,1.0,3.0,1.0,200000.0
1490,1.5,3.0,1.0,385000.0
1730,1.0,2.0,2.0,396675.0
1210,1.0,4.0,1.5,452000.0
2800,2.5,4.0,2.0,426000.0
1570,1.5,3.0,2.0,792000.0
1400,2.25,3.0,1.0,315000.0
1880,3.0,6.0,1.0,326000.0
790,1.0,2.0,1.0,268500.0
1300,1.75,2.0,2.0,440000.0
2120,1.0,3.0,1.0,300000.0
1540,1.5,3.0,2.0,525000.0
2620,2.75,4.0,1.5,978000.0
2880,3.0,6.0,2.0,1125000.0
1680,1.0,4.0,1.5,700000.0
790,1.0,2.0,1.0,315000.0
1092,1.0,3.0,1.5,309000.0
1650,1.5,3.0,1.0,219950.0
2090,2.5,3.0,2.0,289000.0
2180,1.75,4.0,1.0,210000.0
1990,2.5,4.0,2.0,260000.0
2650,2.5,4.0,2.0,699000.0
910,1.0,3.0,1.0,299950.0
2770,2.5,3.0,2.0,749950.0
2390,2.0,3.0,2.0,1100000.0
3050,2.5,3.0,1.0,555000.0
1700,2.5,3.0,2.0,384000.0
3200,3.5,5.0,2.0,499950.0
1200,1.75,3.0,1.0,430000.0
2220,2.25,4.0,2.0,350000.0
2480,2.5,3.0,2.0,620000.0
2560,2.25,4.0,1.0,765000.0
2500,1.5,4.0,1.0,250000.0
1150,1.0,2.0,1.0,376000.0
1650,1.75,4.0,1.0,475000.0
1140,1.75,3.0,1.0,120750.0
1180,1.0,3.0,1.0,330000.0
1700,2.5,3.0,2.0,619500.0
1240,1.5,3.0,1.0,345000.0
2890,2.25,5.0,2.0,598000.0
1060,1.0,3.0,1.0,335000.0
1590,1.75,4.0,2.0,372500.0
2860,5.25,6.0,2.0,300000.0
820,1.0,1.0,1.0,194000.0
2020,2.0,3.0,1.0,507500.0
1870,2.25,4.0,1.0,325000.0
2170,2.5,3.0,2.0,329900.0
1600,2.5,4.0,1.0,329000.0
2090,1.75,4.0,1.5,494000.0
1700,2.0,4.0,1.0,206000.0
1940,1.75,4.0,1.0,423000.0
1320,1.0,3.0,1.0,259000.0
3500,2.25,4.0,1.0,879950.0
2800,3.5,5.0,2.5,345600.0
1080,1.5,3.0,1.5,395000.0
3550,2.5,4.0,2.0,625000.0
2010,2.0,3.0,2.0,439000.0
1690,1.75,3.0,2.0,380000.0
1270,1.5,3.0,3.0,440000.0
1970,2.25,3.0,2.0,415000.0
3160,2.75,4.0,2.0,860000.0
1210,2.5,3.0,3.0,500000.0
3120,3.5,4.0,2.0,953007.0
2670,2.5,4.0,2.0,515000.0
1640,2.25,3.0,3.0,772000.0
2303,2.5,4.0,2.0,329995.0
1800,2.5,3.0,2.0,409316.0
4460,3.5,5.0,3.0,490000.0
1590,2.5,2.0,2.0,305000.0
3070,3.5,4.0,2.0,785000.0
1330,1.75,2.0,1.0,240000.0
990,1.0,3.0,1.0,325000.0
1900,2.5,4.0,2.0,535800.0
2020,2.5,3.0,3.0,720000.0
2000,1.75,3.0,1.0,374000.0
1100,1.75,2.0,1.0,189650.0
960,1.0,1.0,1.0,420850.0
3488,2.75,4.0,2.0,815000.0
1890,1.75,2.0,2.0,1065000.0
2030,2.0,4.0,2.0,199000.0
1380,1.75,3.0,1.0,195000.0
1870,2.25,3.0,2.0,288400.0
2080,2.25,4.0,1.0,442000.0
2450,2.75,4.0,2.0,619420.0
2750,2.25,4.0,1.0,635000.0
1240,1.0,3.0,1.0,210000.0
1900,2.5,3.0,2.0,512500.0
2540,2.5,3.0,2.0,567000.0
2100,2.75,3.0,2.0,525000.0
1790,2.0,4.0,1.0,475000.0
1170,2.0,3.0,1.0,250000.0
1060,1.0,3.0,1.0,220000.0
1930,2.0,5.0,1.5,230000.0
1540,2.0,3.0,1.0,385500.0
2876,3.0,5.0,1.0,895000.0
2150,2.5,3.0,2.0,368250.0
1140,1.0,2.0,1.0,249900.0
980,1.5,3.0,1.0,350000.0
1230,1.75,3.0,1.0,175000.0
1390,1.75,3.0,1.0,270000.0
2380,3.5,3.0,2.0,495000.0
3010,3.25,5.0,1.5,542500.0
1250,1.0,3.0,1.0,330000.0
2290,2.75,4.0,2.0,1003000.0
790,1.0,2.0,1.0,299800.0
2720,2.5,3.0,2.0,299900.0
2550,2.75,4.0,1.0,691000.0
1080,1.0,2.0,1.0,195000.0
2470,1.75,3.0,1.0,405000.0
850,0.75,2.0,1.0,360000.0
1990,2.5,3.0,1.0,256750.0
1800,2.25,3.0,2.0,332500.0
4850,4.0,5.0,2.0,975000.0
1020,1.0,3.0,1.0,218000.0
2420,2.5,3.0,2.0,429000.0
2910,2.5,4.0,2.0,589000.0
1060,1.5,3.0,1.0,255000.0
2340,2.5,4.0,1.0,668750.0
1800,2.75,4.0,1.0,344500.0
1660,2.0,4.0,1.0,452000.0
1300,1.75,3.0,1.0,540000.0
1780,1.5,3.0,1.0,246000.0
1030,1.0,2.0,1.0,535000.0
2790,3.25,4.0,1.0,970000.0
1150,1.0,3.0,1.0,430000.0
3290,2.5,4.0,2.0,520000.0
3400,2.5,4.0,2.0,712000.0
1200,1.0,2.0,1.0,450000.0
2160,2.5,4.0,2.0,220000.0
1450,1.0,3.0,1.0,525000.0
1470,2.0,3.0,2.0,540000.0
2360,2.5,4.0,2.0,600000.0
2230,2.25,3.0,2.0,600000.0
2630,2.5,4.0,2.0,625000.0
1010,1.0,3.0,1.0,150000.0
1445,2.25,3.0,2.0,389999.0
2380,1.75,3.0,1.5,285000.0
2830,2.75,4.0,2.0,744000.0
3010,2.5,4.0,2.0,700000.0
2000,2.25,4.0,1.0,318989.0
2020,2.25,3.0,2.0,556000.0
2030,2.5,3.0,2.0,275000.0
2550,2.75,3.0,2.0,430000.0
970,1.0,2.0,1.0,300000.0
1540,1.75,3.0,1.0,396450.0
1396,1.0,2.0,1.0,225000.0
2780,3.25,4.0,2.0,700000.0
2220,2.0,6.0,1.0,260000.0
2350,3.5,4.0,2.0,655000.0
1440,2.0,3.0,1.0,413800.0
5330,3.75,5.0,2.0,950000.0
2220,2.5,4.0,2.0,334990.0
3880,4.0,3.0,2.0,1030000.0
3810,3.25,4.0,1.0,1130000.0
1960,3.0,3.0,2.0,556000.0
1530,2.5,3.0,3.0,360000.0
3250,2.25,4.0,2.0,480000.0
1750,2.5,3.0,2.0,324000.0
3440,3.25,4.0,2.0,1050000.0
1170,0.75,1.0,1.0,275000.0
870,1.0,3.0,1.0,180000.0
2930,2.5,4.0,2.0,749000.0
800,1.0,2.0,1.0,373500.0
2350,2.5,4.0,2.0,770000.0
1060,1.75,2.0,1.0,356000.0
2060,1.75,3.0,1.0,625000.0
1560,1.75,2.0,1.0,494400.0
3000,1.75,4.0,1.0,585000.0
1660,1.5,3.0,2.0,926300.0
1650,1.75,3.0,1.0,600000.0
3220,3.0,4.0,2.0,430000.0
2320,1.5,3.0,1.0,307000.0
2750,2.75,4.0,1.0,604700.0
910,1.0,3.0,1.0,219900.0
840,1.5,2.0,2.0,270000.0
1470,2.25,3.0,2.0,432000.0
2040,2.0,6.0,1.0,300000.0
1100,1.0,3.0,1.5,361000.0
940,1.0,2.0,1.0,249950.0
1110,2.0,3.0,1.0,320000.0
2200,1.75,4.0,1.5,305000.0
2860,1.75,2.0,1.0,503000.0
740,1.0,2.0,1.0,235750.0
2740,1.75,4.0,1.0,657000.0
1250,1.0,3.0,1.0,385000.0
3140,2.5,4.0,2.0,389950.0
820,1.0,2.0,1.0,150000.0
2570,2.75,4.0,2.0,254500.0
2350,2.25,4.0,1.0,555000.0
3600,3.0,4.0,1.0,1075000.0
1580,2.0,4.0,1.0,245000.0
1070,1.0,2.0,1.0,319950.0
1070,1.0,3.0,1.0,337000.0
1640,2.0,4.0,2.0,492000.0
1220,1.0,3.0,1.0,348580.0
1400,1.0,2.0,1.0,180000.0
1040,1.0,3.0,1.0,400000.0
980,2.0,4.0,1.0,295000.0
3340,3.25,4.0,1.5,910000.0
6040,4.5,6.0,2.0,1150000.0
1900,3.5,3.0,2.0,431500.0
1740,1.5,4.0,1.0,180000.0
2000,2.0,3.0,1.0,677000.0
3240,2.5,4.0,1.0,635700.0
2230,2.25,5.0,1.0,482000.0
1160,2.5,2.0,2.0,168000.0
2410,2.75,4.0,1.0,805000.0
590,1.0,2.0,1.5,398000.0
2600,2.5,4.0,2.0,665000.0
2170,3.0,4.0,1.0,592500.0
2080,2.75,4.0,1.5,940000.0
2860,2.5,4.0,2.0,655000.0
2980,2.5,4.0,2.0,622500.0
1230,2.5,2.0,2.0,380000.0
2260,1.75,4.0,1.0,648360.0
2200,2.75,3.0,1.0,432000.0
3030,2.5,4.0,1.5,1050000.0
1060,1.0,2.0,2.0,353250.0
4260,3.0,4.0,2.0,1000000.0
998,2.25,3.0,2.0,320000.0
2052,2.5,4.0,2.0,349900.0
3150,3.5,4.0,2.0,330000.0
1950,2.25,3.0,1.0,408000.0
1347,2.25,3.0,3.0,321000.0
3860,3.75,4.0,2.5,1051000.0
1360,1.5,3.0,3.0,359000.0
2760,2.5,5.0,2.0,300000.0
2420,3.5,5.0,2.0,380000.0
2450,2.5,3.0,2.0,660000.0
1280,2.25,3.0,3.0,355000.0
1550,2.5,3.0,2.0,259000.0
550,1.0,1.0,2.0,353000.0
1520,2.5,2.0,2.0,430000.0
1670,1.0,3.0,1.5,460000.0
430,0.75,1.0,1.0,80000.0
2380,2.5,4.0,2.0,782000.0
960,1.0,3.0,1.0,218000.0
1920,1.0,3.0,1.0,325000.0
3680,3.0,4.0,1.0,980000.0
2530,2.25,4.0,1.0,902000.0
3840,2.5,5.0,2.0,556000.0
1240,1.75,3.0,1.5,662990.0
1300,1.0,2.0,1.5,225000.0
2380,2.5,4.0,2.0,439950.0
1300,1.0,2.0,1.0,175000.0
780,1.0,2.0,1.0,306000.0
1810,2.5,4.0,1.0,235000.0
2420,1.75,3.0,2.0,399500.0
1280,1.0,3.0,1.5,478000.0
1680,1.0,2.0,1.0,515000.0
2510,2.5,3.0,2.0,550000.0
1700,1.0,3.0,1.0,149000.0
1680,1.75,3.0,1.0,526000.0
820,0.75,1.0,1.0,527550.0
4380,4.0,3.0,2.0,1050000.0
2600,2.5,3.0,1.0,625000.0
3400,3.25,5.0,2.0,950000.0
2120,1.75,5.0,1.0,377691.0
2250,2.75,4.0,1.0,648475.0
1800,1.0,3.0,1.0,383000.0
2210,2.5,3.0,2.0,535000.0
1560,2.0,3.0,2.0,449950.0
2430,2.75,4.0,1.0,465425.0
2560,2.5,4.0,2.0,675000.0
1960,2.75,3.0,1.5,599000.0
1110,1.5,3.0,1.0,416000.0
1030,1.5,2.0,1.0,595000.0
1350,1.0,4.0,1.0,200000.0
1540,2.0,3.0,2.0,402000.0
1830,1.75,4.0,1.0,433000.0
1930,1.5,4.0,2.0,275000.0
1650,2.0,3.0,1.5,410000.0
3510,2.0,4.0,1.0,554820.0
2390,2.5,3.0,2.0,735000.0
1230,1.0,3.0,1.0,607000.0
2830,3.0,4.0,2.0,549900.0
1620,1.75,3.0,1.0,258000.0
2290,4.0,4.0,1.5,661254.0
2840,2.0,4.0,1.0,945000.0
4220,3.5,4.0,2.0,799950.0
1080,1.0,3.0,1.0,132500.0
1620,1.75,3.0,1.0,467100.0
1620,1.75,3.0,1.0,641000.0
1010,1.0,3.0,1.0,350000.0
1750,2.5,4.0,1.0,335000.0
4080,3.5,3.0,1.5,900000.0
2560,2.5,4.0,1.0,440000.0
1120,1.75,3.0,1.5,464600.0
1340,1.0,2.0,1.0,300000.0
1590,2.0,4.0,1.0,670500.0
1430,1.0,3.0,1.0,552000.0
1450,1.0,4.0,1.0,244000.0
3500,2.75,4.0,2.0,788600.0
1630,2.0,3.0,1.0,445000.0
1814,1.75,4.0,1.0,530000.0
580,1.0,2.0,1.0,90000.0
1670,2.0,3.0,1.5,585000.0
1140,2.0,2.0,1.0,498000.0
800,1.0,2.0,1.0,379000.0
1300,1.75,3.0,1.0,462000.0
2440,2.5,4.0,2.0,388000.0
1490,2.0,3.0,1.5,255000.0
1800,2.75,3.0,1.0,665000.0
1830,2.0,3.0,1.0,550000.0
1500,1.0,3.0,1.0,606000.0
2210,2.5,4.0,1.0,334000.0
1270,2.0,3.0,3.0,360000.0
1140,1.0,2.0,1.5,235000.0
1620,2.5,3.0,3.0,580000.0
1220,2.0,3.0,3.0,355000.0
750,2.5,2.0,2.0,375000.0
1960,1.75,4.0,1.0,372000.0
1370,1.0,3.0,1.5,479000.0
1010,1.0,2.0,1.0,501000.0
1260,1.75,3.0,1.0,245000.0
1740,2.5,3.0,2.0,496700.0
2670,1.5,4.0,2.0,347000.0
720,1.0,2.0,1.0,199000.0
2460,2.5,3.0,2.0,440500.0
3670,2.5,4.0,2.0,820000.0
2630,3.5,4.0,1.5,325000.0
1570,1.75,3.0,1.0,195000.0
2980,3.0,3.0,1.0,675000.0
1560,2.5,3.0,2.0,295000.0
1620,2.5,3.0,1.0,355300.0
1140,1.0,3.0,1.0,276000.0
2730,1.5,2.0,1.0,460000.0
2130,2.0,3.0,1.0,880000.0
1780,2.5,3.0,2.0,370000.0
2100,2.5,4.0,2.0,346000.0
1140,1.0,3.0,1.0,172500.0
1690,1.5,3.0,1.0,379950.0
1160,1.0,2.0,1.0,468000.0
1720,2.75,4.0,2.0,477000.0
1210,1.0,3.0,1.5,529000.0
1255,1.5,3.0,3.0,312000.0
880,1.0,2.0,1.0,326100.0
1050,1.0,3.0,1.5,360000.0
1650,1.75,3.0,1.0,438000.0
1570,1.0,3.0,1.0,360000.0
2920,2.5,4.0,1.0,1050000.0
3000,3.0,4.0,1.5,688000.0
1850,1.75,3.0,1.0,585000.0
1440,2.5,3.0,1.0,265000.0
1440,1.75,3.0,1.0,375000.0
1810,1.0,3.0,2.0,326500.0
1180,1.0,2.0,1.0,160000.0
3390,2.75,5.0,2.0,735000.0
1470,1.0,2.0,1.0,400000.0
2680,2.5,4.0,1.0,800000.0
2290,2.25,4.0,2.0,949880.0
1980,1.75,3.0,1.0,405000.0
2870,2.5,4.0,2.0,399000.0
1840,2.0,3.0,1.0,730001.0
1630,2.0,3.0,1.0,260000.0
1880,2.0,2.0,1.5,751750.0
1780,1.75,3.0,1.0,325000.0
2330,2.0,4.0,1.0,344950.0
1840,1.75,3.0,1.0,457500.0
2330,2.0,5.0,1.0,389000.0
3200,2.5,4.0,2.0,515000.0
2330,2.5,3.0,2.0,732000.0
1950,2.25,3.0,1.0,415000.0
1040,1.0,2.0,1.0,535000.0
1960,4.25,4.0,2.0,540000.0
2750,3.0,5.0,1.5,525000.0
1930,1.75,3.0,1.0,570000.0
4850,4.5,5.0,2.0,569950.0
1982,2.5,4.0,2.0,283200.0
2640,2.75,3.0,1.5,1100000.0
1850,2.5,4.0,1.0,830000.0
1940,2.25,4.0,1.0,495000.0
2840,3.0,5.0,1.0,292050.0
1900,1.5,5.0,1.0,415000.0
1410,1.0,5.0,1.0,295832.0
2520,2.5,4.0,2.0,450000.0
3720,3.0,4.0,2.0,857000.0
1820,3.5,3.0,2.0,499950.0
1560,2.0,3.0,1.0,465000.0
1600,1.0,3.0,1.0,329000.0
1230,2.0,3.0,1.0,475000.0
960,1.0,3.0,1.0,255000.0
1270,1.0,3.0,1.5,435000.0
2810,2.5,3.0,2.0,685000.0
2160,2.5,2.0,1.0,715000.0
2520,3.0,3.0,1.5,780000.0
1180,1.5,2.0,2.0,345000.0
1810,2.25,4.0,2.0,355000.0
1680,2.5,3.0,1.0,282000.0
910,1.0,3.0,1.0,244000.0
3250,3.75,3.0,2.0,967500.0
2000,1.5,3.0,1.0,375000.0
2310,1.75,3.0,1.0,527500.0
2510,2.25,3.0,1.5,994000.0
1320,1.75,3.0,1.0,313000.0
2370,2.25,3.0,2.0,587000.0
900,1.0,3.0,1.0,304000.0
2540,2.5,3.0,2.0,675000.0
2100,1.0,4.0,1.0,305000.0
1200,1.0,3.0,1.0,280000.0
3720,4.0,5.0,2.0,960000.0
1760,2.25,3.0,2.0,500000.0
1670,1.75,3.0,1.0,274950.0
2420,2.5,3.0,2.0,455600.0
3480,3.0,5.0,2.0,970000.0
1630,2.5,4.0,2.0,312900.0
2340,2.5,4.0,2.0,535000.0
920,1.0,2.0,1.0,427000.0
910,1.0,2.0,1.0,405000.0
1150,1.0,3.0,1.0,480000.0
2500,1.5,3.0,1.5,725000.0
3250,2.5,4.0,1.0,293000.0
1930,2.0,4.0,1.0,268000.0
3400,3.5,4.0,2.0,475000.0
1590,2.5,3.0,3.0,488000.0
3330,2.5,4.0,2.0,760000.0
2610,2.5,3.0,2.0,754950.0
1658,2.5,3.0,2.0,263900.0
1600,3.5,3.0,2.0,460000.0
1296,3.0,3.0,3.0,399950.0
1280,2.25,2.0,2.0,370000.0
5940,3.0,4.0,2.0,1149000.0
2510,3.25,4.0,2.0,450800.0
2710,3.5,3.0,2.0,627000.0
1750,2.5,3.0,3.0,495000.0
1430,1.0,3.0,1.5,310000.0
1660,1.0,4.0,1.0,550000.0
1320,1.0,2.0,1.0,215000.0
2580,3.0,4.0,2.0,799000.0
2740,2.5,4.0,2.0,630000.0
2495,2.5,3.0,2.0,267000.0
2300,2.75,6.0,1.5,900000.0
1300,1.5,3.0,1.0,365000.0
2230,2.5,4.0,1.0,544500.0
2020,2.75,4.0,1.0,599000.0
2000,2.25,4.0,2.0,815000.0
1060,1.0,2.0,1.0,254000.0
2080,1.75,2.0,1.0,740000.0
2030,2.0,3.0,1.0,225000.0
2690,2.5,3.0,2.0,925000.0
1550,2.5,3.0,2.0,537000.0
1480,2.0,4.0,1.0,335000.0
3040,2.75,4.0,2.0,840000.0
1560,1.5,3.0,1.0,224000.0
2250,2.5,3.0,2.0,395000.0
1100,1.0,3.0,1.0,450000.0
1700,1.0,3.0,1.5,681000.0
2680,1.5,5.0,1.0,898000.0
800,1.0,3.0,1.0,370000.0
1350,1.75,2.0,1.0,429000.0
820,1.0,3.0,1.5,150000.0
3160,2.5,3.0,2.0,555000.0
1720,2.75,3.0,1.0,326000.0
1680,2.5,3.0,2.0,225000.0
1300,1.75,3.0,1.0,245100.0
2190,2.5,3.0,2.0,665000.0
1720,2.5,3.0,2.0,535000.0
1160,1.0,3.0,1.0,305000.0
3150,4.0,7.0,1.0,999000.0
1210,1.75,3.0,1.0,215000.0
1980,1.75,3.0,1.0,432500.0
2990,2.5,4.0,2.0,655000.0
1430,1.5,3.0,1.0,266200.0
2060,2.5,3.0,2.0,244615.0
2230,3.0,4.0,2.0,460000.0
3090,2.5,4.0,2.0,370000.0
4250,3.25,6.0,1.0,465000.0
1700,2.0,2.0,1.0,189000.0
2510,2.5,3.0,2.0,820000.0
3610,2.75,6.0,1.0,968000.0
1610,1.75,3.0,1.0,438750.0
2510,2.0,4.0,1.0,600000.0
1110,1.0,3.0,1.5,589000.0
1650,2.0,3.0,2.0,590000.0
